,Country,Year,Age,Employment Gap in %,Employed Persons in Thousands,IndexValueEmployment
451,Denmark,2018,Y15-29,0.01,674,0.9705882352941176
452,Denmark,2019,Y15-29,0.02,683,0.9411764705882353
453,Denmark,2020,Y15-29,0.02,667,0.9411764705882353
454,Denmark,2021,Y15-29,0.03,676,0.911764705882353
455,Estonia,2009,Y15-29,0.07,119,0.7941176470588235
456,Estonia,2010,Y15-29,0.05,113,0.8529411764705883
457,Estonia,2011,Y15-29,0.06,124,0.823529411764706
458,Estonia,2012,Y15-29,0.08,123,0.7647058823529411
459,Estonia,2013,Y15-29,0.08,122,0.7647058823529411
460,Estonia,2014,Y15-29,0.06,123,0.823529411764706
461,Estonia,2015,Y15-29,0.1,125,0.7058823529411765
462,Estonia,2016,Y15-29,0.09,123,0.7352941176470588
463,Estonia,2017,Y15-29,0.08,127,0.7647058823529411
464,Estonia,2018,Y15-29,0.08,125,0.7647058823529411
465,Estonia,2019,Y15-29,0.09,118,0.7352941176470588
466,Estonia,2020,Y15-29,0.08,106,0.7647058823529411
467,Estonia,2021,Y15-29,0.04,103,0.8823529411764707
468,Greece,2009,Y15-29,0.13,847,0.6176470588235294
469,Greece,2010,Y15-29,0.12,755,0.6470588235294118
470,Greece,2011,Y15-29,0.1,623,0.7058823529411765
471,Greece,2012,Y15-29,0.08,518,0.7647058823529411
472,Greece,2013,Y15-29,0.07,450,0.7941176470588235
473,Greece,2014,Y15-29,0.06,467,0.823529411764706
474,Greece,2015,Y15-29,0.08,475,0.7647058823529411
475,Greece,2016,Y15-29,0.09,473,0.7352941176470588
476,Greece,2017,Y15-29,0.1,474,0.7058823529411765
477,Greece,2018,Y15-29,0.08,480,0.7647058823529411
478,Greece,2019,Y15-29,0.06,499,0.823529411764706
479,Greece,2020,Y15-29,0.06,451,0.823529411764706
480,Greece,2021,Y15-29,0.08,482,0.7647058823529411
481,Spain,2009,Y15-29,0.03,3754,0.911764705882353
482,Spain,2010,Y15-29,0.01,3371,0.9705882352941176
483,Spain,2011,Y15-29,0.01,3040,0.9705882352941176
484,Spain,2012,Y15-29,-0.01,2624,1.0294117647058825
485,Spain,2013,Y15-29,0.01,2391,0.9705882352941176
486,Spain,2014,Y15-29,0.02,2365,0.9411764705882353
487,Spain,2015,Y15-29,0.01,2380,0.9705882352941176
488,Spain,2016,Y15-29,0.03,2413,0.911764705882353
489,Spain,2017,Y15-29,0.03,2547,0.911764705882353
490,Spain,2018,Y15-29,0.03,2662,0.911764705882353
491,Spain,2019,Y15-29,0.04,2740,0.8823529411764707
492,Spain,2020,Y15-29,0.04,2478,0.8823529411764707
493,Spain,2021,Y15-29,0.02,2656,0.9411764705882353
494,European Union,2009,Y15-29,0.06,37771,0.823529411764706
495,European Union,2010,Y15-29,0.06,35870,0.823529411764706
496,European Union,2011,Y15-29,0.06,35086,0.823529411764706
497,European Union,2012,Y15-29,0.06,33903,0.823529411764706
498,European Union,2013,Y15-29,0.05,33020,0.8529411764705883
499,European Union,2014,Y15-29,0.06,32996,0.823529411764706
500,European Union,2015,Y15-29,0.05,33265,0.8529411764705883
501,European Union,2016,Y15-29,0.05,33917,0.8529411764705883
502,European Union,2017,Y15-29,0.06,34349,0.823529411764706
503,European Union,2018,Y15-29,0.06,34585,0.823529411764706
504,European Union,2019,Y15-29,0.06,34707,0.823529411764706
505,European Union,2020,Y15-29,0.06,32867,0.823529411764706
506,European Union,2021,Y15-29,0.06,33619,0.823529411764706
507,Finland,2009,Y15-29,0.01,504,0.9705882352941176
508,Finland,2010,Y15-29,0.02,501,0.9411764705882353
509,Finland,2011,Y15-29,0.04,512,0.8823529411764707
510,Finland,2012,Y15-29,0.02,518,0.9411764705882353
511,Finland,2013,Y15-29,0.01,513,0.9705882352941176
512,Finland,2014,Y15-29,0.01,503,0.9705882352941176
513,Finland,2015,Y15-29,0.01,491,0.9705882352941176
514,Finland,2016,Y15-29,0.01,502,0.9705882352941176
515,Finland,2017,Y15-29,0.02,511,0.9411764705882353
516,Finland,2018,Y15-29,0.02,524,0.9411764705882353
517,Finland,2019,Y15-29,0.02,530,0.9411764705882353
518,Finland,2020,Y15-29,0.04,502,0.8823529411764707
519,Finland,2021,Y15-29,0.01,522,0.9705882352941176
520,France,2009,Y15-29,0.05,5384,0.8529411764705883
521,France,2010,Y15-29,0.06,5318,0.823529411764706
522,France,2011,Y15-29,0.06,5207,0.823529411764706
523,France,2012,Y15-29,0.05,5048,0.8529411764705883
524,France,2013,Y15-29,0.05,5007,0.8529411764705883
525,France,2014,Y15-29,0.04,4948,0.8823529411764707
526,France,2015,Y15-29,0.04,4960,0.8823529411764707
527,France,2016,Y15-29,0.04,4987,0.8823529411764707
528,France,2017,Y15-29,0.05,5035,0.8529411764705883
529,France,2018,Y15-29,0.05,5110,0.8529411764705883
530,France,2019,Y15-29,0.03,5097,0.911764705882353
531,France,2020,Y15-29,0.04,4936,0.8823529411764707
532,France,2021,Y15-29,0.03,5233,0.911764705882353
533,Croatia,2009,Y15-29,0.11,355,0.6764705882352942
534,Croatia,2010,Y15-29,0.06,323,0.823529411764706
535,Croatia,2011,Y15-29,0.08,285,0.7647058823529411
536,Croatia,2012,Y15-29,0.06,262,0.823529411764706
537,Croatia,2013,Y15-29,0.05,245,0.8529411764705883
538,Croatia,2014,Y15-29,0.07,266,0.7941176470588235
539,Croatia,2015,Y15-29,0.08,265,0.7647058823529411
540,Croatia,2016,Y15-29,0.07,291,0.7941176470588235
541,Croatia,2017,Y15-29,0.08,292,0.7647058823529411
542,Croatia,2018,Y15-29,0.11,289,0.6764705882352942
543,Croatia,2019,Y15-29,0.11,298,0.6764705882352942
544,Croatia,2020,Y15-29,0.13,277,0.6176470588235294
545,Croatia,2021,Y15-29,0.11,273,0.6764705882352942
546,Hungary,2009,Y15-29,0.06,705,0.823529411764706
547,Hungary,2010,Y15-29,0.05,668,0.8529411764705883
548,Hungary,2011,Y15-29,0.06,647,0.823529411764706
549,Hungary,2012,Y15-29,0.04,643,0.8823529411764707
550,Hungary,2013,Y15-29,0.06,667,0.823529411764706
551,Hungary,2014,Y15-29,0.08,722,0.7647058823529411
552,Hungary,2015,Y15-29,0.08,746,0.7647058823529411
553,Hungary,2016,Y15-29,0.09,780,0.7352941176470588
554,Hungary,2017,Y15-29,0.1,794,0.7058823529411765
555,Hungary,2018,Y15-29,0.1,793,0.7058823529411765
556,Hungary,2019,Y15-29,0.09,786,0.7352941176470588
557,Hungary,2020,Y15-29,0.09,759,0.7352941176470588
558,Hungary,2021,Y15-29,0.07,754,0.7941176470588235
559,Ireland,2009,Y15-29,-0.03,575,1.088235294117647
560,Ireland,2010,Y15-29,-0.04,495,1.1176470588235294
561,Ireland,2011,Y15-29,-0.03,446,1.088235294117647
562,Ireland,2012,Y15-29,-0.04,425,1.1176470588235294
563,Ireland,2013,Y15-29,-0.02,425,1.0588235294117647
564,Ireland,2014,Y15-29,0.0,420,1.0
565,Ireland,2015,Y15-29,0.01,430,0.9705882352941176
566,Ireland,2016,Y15-29,0.0,462,1.0
567,Ireland,2017,Y15-29,0.02,459,0.9411764705882353
568,Ireland,2018,Y15-29,0.03,470,0.911764705882353
569,Ireland,2019,Y15-29,0.03,485,0.911764705882353
570,Ireland,2020,Y15-29,0.03,446,0.911764705882353
571,Ireland,2021,Y15-29,0.01,502,0.9705882352941176
572,Italy,2009,Y15-29,0.11,3365,0.6764705882352942
573,Italy,2010,Y15-29,0.1,3168,0.7058823529411765
574,Italy,2011,Y15-29,0.1,3087,0.7058823529411765
575,Italy,2012,Y15-29,0.09,2965,0.7352941176470588
576,Italy,2013,Y15-29,0.07,2662,0.7941176470588235
577,Italy,2014,Y15-29,0.08,2578,0.7647058823529411
578,Italy,2015,Y15-29,0.08,2589,0.7647058823529411
579,Italy,2016,Y15-29,0.09,2685,0.7352941176470588
580,Italy,2017,Y15-29,0.08,2725,0.7647058823529411
581,Italy,2018,Y15-29,0.09,2768,0.7352941176470588
582,Italy,2019,Y15-29,0.09,2849,0.7352941176470588
583,Italy,2020,Y15-29,0.09,2632,0.7352941176470588
584,Italy,2021,Y15-29,0.1,2736,0.7058823529411765
585,Lithuania,2009,Y15-29,0.0,255,1.0
586,Lithuania,2010,Y15-29,-0.01,221,1.0294117647058825
587,Lithuania,2011,Y15-29,0.03,207,0.911764705882353
588,Lithuania,2012,Y15-29,0.02,225,0.9411764705882353
589,Lithuania,2013,Y15-29,0.06,238,0.823529411764706
590,Lithuania,2014,Y15-29,0.08,252,0.7647058823529411
591,Lithuania,2015,Y15-29,0.06,250,0.823529411764706
592,Lithuania,2016,Y15-29,0.06,247,0.823529411764706
593,Lithuania,2017,Y15-29,0.06,241,0.823529411764706
594,Lithuania,2018,Y15-29,0.05,237,0.8529411764705883
595,Lithuania,2019,Y15-29,0.03,225,0.911764705882353
596,Lithuania,2020,Y15-29,0.04,209,0.8823529411764707
597,Lithuania,2021,Y15-29,0.05,207,0.8529411764705883
598,Luxembourg,2009,Y15-29,0.04,41,0.8823529411764707
599,Luxembourg,2010,Y15-29,0.05,39,0.8529411764705883
600,Luxembourg,2011,Y15-29,0.05,40,0.8529411764705883
601,Luxembourg,2012,Y15-29,0.04,41,0.8823529411764707
602,Luxembourg,2013,Y15-29,0.04,40,0.8823529411764707
603,Luxembourg,2014,Y15-29,0.01,42,0.9705882352941176
604,Luxembourg,2015,Y15-29,0.03,51,0.911764705882353
605,Luxembourg,2016,Y15-29,0.01,51,0.9705882352941176
606,Luxembourg,2017,Y15-29,0.02,52,0.9411764705882353
607,Luxembourg,2018,Y15-29,0.02,55,0.9411764705882353
608,Luxembourg,2019,Y15-29,0.03,58,0.911764705882353
609,Luxembourg,2020,Y15-29,0.0,55,1.0
610,Luxembourg,2021,Y15-29,0.01,59,0.9705882352941176
611,Latvia,2009,Y15-29,0.05,189,0.8529411764705883
612,Latvia,2010,Y15-29,0.03,177,0.911764705882353
613,Latvia,2011,Y15-29,0.06,175,0.823529411764706
614,Latvia,2012,Y15-29,0.07,180,0.7941176470588235
615,Latvia,2013,Y15-29,0.07,182,0.7941176470588235
616,Latvia,2014,Y15-29,0.1,178,0.7058823529411765
617,Latvia,2015,Y15-29,0.06,178,0.823529411764706
618,Latvia,2016,Y15-29,0.04,169,0.8823529411764707
619,Latvia,2017,Y15-29,0.06,165,0.823529411764706
620,Latvia,2018,Y15-29,0.06,155,0.823529411764706
621,Latvia,2019,Y15-29,0.05,150,0.8529411764705883
622,Latvia,2020,Y15-29,0.05,133,0.8529411764705883
623,Latvia,2021,Y15-29,0.04,125,0.8823529411764707
624,Malta,2009,Y15-29,0.09,49,0.7352941176470588
625,Malta,2010,Y15-29,0.08,48,0.7647058823529411
626,Malta,2011,Y15-29,0.09,49,0.7352941176470588
627,Malta,2012,Y15-29,0.08,49,0.7647058823529411
628,Malta,2013,Y15-29,0.06,51,0.823529411764706
629,Malta,2014,Y15-29,0.03,53,0.911764705882353
630,Malta,2015,Y15-29,0.06,53,0.823529411764706
631,Malta,2016,Y15-29,0.06,56,0.823529411764706
632,Malta,2017,Y15-29,0.04,59,0.8823529411764707
633,Malta,2018,Y15-29,0.02,65,0.9411764705882353
634,Malta,2019,Y15-29,0.04,67,0.8823529411764707
635,Malta,2020,Y15-29,0.04,64,0.8823529411764707
636,Malta,2021,Y15-29,0.04,63,0.8823529411764707
637,Netherlands,2009,Y15-29,0.01,2154,0.9705882352941176
638,Netherlands,2010,Y15-29,0.0,2096,1.0
639,Netherlands,2011,Y15-29,-0.01,2107,1.0294117647058825
640,Netherlands,2012,Y15-29,0.0,2119,1.0
641,Netherlands,2013,Y15-29,-0.01,2111,1.0294117647058825
642,Netherlands,2014,Y15-29,0.01,2087,0.9705882352941176
643,Netherlands,2015,Y15-29,-0.01,2151,1.0294117647058825
644,Netherlands,2016,Y15-29,-0.01,2187,1.0294117647058825
645,Netherlands,2017,Y15-29,-0.01,2249,1.0294117647058825
646,Netherlands,2018,Y15-29,-0.01,2320,1.0294117647058825
647,Netherlands,2019,Y15-29,-0.01,2379,1.0294117647058825
648,Netherlands,2020,Y15-29,-0.01,2324,1.0294117647058825
649,Netherlands,2021,Y15-29,-0.02,2491,1.0588235294117647
650,Poland,2009,Y15-29,0.1,3576,0.7058823529411765
651,Poland,2010,Y15-29,0.1,3384,0.7058823529411765
652,Poland,2011,Y15-29,0.12,3262,0.6470588235294118
653,Poland,2012,Y15-29,0.12,3158,0.6470588235294118
654,Poland,2013,Y15-29,0.11,3025,0.6764705882352942
655,Poland,2014,Y15-29,0.1,3012,0.7058823529411765
656,Poland,2015,Y15-29,0.1,2978,0.7058823529411765
657,Poland,2016,Y15-29,0.11,3083,0.6764705882352942
658,Poland,2017,Y15-29,0.12,3064,0.6470588235294118
659,Poland,2018,Y15-29,0.11,3030,0.6764705882352942
660,Poland,2019,Y15-29,0.12,2964,0.6470588235294118
661,Poland,2020,Y15-29,0.12,2713,0.6470588235294118
662,Poland,2021,Y15-29,0.12,2678,0.6470588235294118
663,Portugal,2009,Y15-29,0.04,866,0.8823529411764707
664,Portugal,2010,Y15-29,0.04,789,0.8823529411764707
665,Portugal,2011,Y15-29,0.04,762,0.8823529411764707
666,Portugal,2012,Y15-29,0.02,678,0.9411764705882353
667,Portugal,2013,Y15-29,0.02,625,0.9411764705882353
668,Portugal,2014,Y15-29,0.01,637,0.9705882352941176
669,Portugal,2015,Y15-29,0.01,645,0.9705882352941176
670,Portugal,2016,Y15-29,0.01,656,0.9705882352941176
671,Portugal,2017,Y15-29,0.02,702,0.9411764705882353
672,Portugal,2018,Y15-29,0.03,723,0.911764705882353
673,Portugal,2019,Y15-29,0.03,740,0.911764705882353
674,Portugal,2020,Y15-29,0.02,673,0.9411764705882353
675,Portugal,2021,Y15-29,0.04,662,0.8823529411764707
676,Romania,2009,Y15-29,0.1,1569,0.7058823529411765
677,Romania,2010,Y15-29,0.1,1343,0.7058823529411765
678,Romania,2011,Y15-29,0.1,1322,0.7058823529411765
679,Romania,2012,Y15-29,0.1,1315,0.7058823529411765
680,Romania,2013,Y15-29,0.1,1303,0.7058823529411765
681,Romania,2014,Y15-29,0.11,1322,0.6764705882352942
682,Romania,2015,Y15-29,0.12,1387,0.6470588235294118
683,Romania,2016,Y15-29,0.13,1331,0.6176470588235294
684,Romania,2017,Y15-29,0.1,1341,0.7058823529411765
685,Romania,2018,Y15-29,0.12,1293,0.6470588235294118
686,Romania,2019,Y15-29,0.13,1231,0.6176470588235294
687,Romania,2020,Y15-29,0.13,1182,0.6176470588235294
688,Romania,2021,Y15-29,0.13,1139,0.6176470588235294
689,Sweden,2009,Y15-29,0.01,898,0.9705882352941176
690,Sweden,2010,Y15-29,0.02,911,0.9411764705882353
691,Sweden,2011,Y15-29,0.03,958,0.911764705882353
692,Sweden,2012,Y15-29,0.0,951,1.0
693,Sweden,2013,Y15-29,0.01,981,0.9705882352941176
694,Sweden,2014,Y15-29,0.0,1007,1.0
695,Sweden,2015,Y15-29,0.0,1037,1.0
696,Sweden,2016,Y15-29,0.0,1058,1.0
697,Sweden,2017,Y15-29,0.0,1085,1.0
698,Sweden,2018,Y15-29,0.0,1090,1.0
699,Sweden,2019,Y15-29,0.0,1078,1.0
700,Sweden,2020,Y15-29,0.01,1007,0.9705882352941176
701,Sweden,2021,Y15-29,0.01,1004,0.9705882352941176
702,Slovenia,2009,Y15-29,0.07,199,0.7941176470588235
703,Slovenia,2010,Y15-29,0.05,189,0.8529411764705883
704,Slovenia,2011,Y15-29,0.06,176,0.823529411764706
705,Slovenia,2012,Y15-29,0.05,161,0.8529411764705883
706,Slovenia,2013,Y15-29,0.06,152,0.823529411764706
707,Slovenia,2014,Y15-29,0.09,146,0.7352941176470588
708,Slovenia,2015,Y15-29,0.09,152,0.7352941176470588
709,Slovenia,2016,Y15-29,0.08,147,0.7647058823529411
710,Slovenia,2017,Y15-29,0.09,161,0.7352941176470588
711,Slovenia,2018,Y15-29,0.07,160,0.7941176470588235
712,Slovenia,2019,Y15-29,0.07,157,0.7941176470588235
713,Slovenia,2020,Y15-29,0.06,143,0.823529411764706
714,Slovenia,2021,Y15-29,0.08,137,0.7647058823529411
715,Slovakia,2009,Y15-29,0.1,522,0.7058823529411765
716,Slovakia,2010,Y15-29,0.08,486,0.7647058823529411
717,Slovakia,2011,Y15-29,0.11,457,0.6764705882352942
718,Slovakia,2012,Y15-29,0.1,453,0.7058823529411765
719,Slovakia,2013,Y15-29,0.1,442,0.7058823529411765
720,Slovakia,2014,Y15-29,0.11,446,0.6764705882352942
721,Slovakia,2015,Y15-29,0.12,465,0.6470588235294118
722,Slovakia,2016,Y15-29,0.14,470,0.5882352941176471
723,Slovakia,2017,Y15-29,0.13,466,0.6176470588235294
724,Slovakia,2018,Y15-29,0.13,459,0.6176470588235294
725,Slovakia,2019,Y15-29,0.14,437,0.5882352941176471
726,Slovakia,2020,Y15-29,0.15,404,0.5588235294117647
727,Slovakia,2021,Y15-29,0.12,375,0.6470588235294118
728,Austria,2009,Y15-64,0.11,3909,0.6764705882352942
729,Austria,2010,Y15-64,0.1,3944,0.7058823529411765
730,Austria,2011,Y15-64,0.1,3982,0.7058823529411765
731,Austria,2012,Y15-64,0.09,4013,0.7352941176470588
732,Austria,2013,Y15-64,0.09,4030,0.7352941176470588
733,Austria,2014,Y15-64,0.08,4034,0.7647058823529411
734,Austria,2015,Y15-64,0.08,4068,0.7647058823529411
735,Austria,2016,Y15-64,0.07,4143,0.7941176470588235
736,Austria,2017,Y15-64,0.08,4185,0.7647058823529411
737,Austria,2018,Y15-64,0.08,4241,0.7647058823529411
738,Austria,2019,Y15-64,0.09,4280,0.7352941176470588
739,Austria,2020,Y15-64,0.09,4185,0.7352941176470588
740,Austria,2021,Y15-64,0.09,4232,0.7352941176470588
741,Belgium,2009,Y15-64,0.11,4389,0.6764705882352942
742,Belgium,2010,Y15-64,0.11,4451,0.6764705882352942
743,Belgium,2011,Y15-64,0.1,4470,0.7058823529411765
744,Belgium,2012,Y15-64,0.1,4479,0.7058823529411765
745,Belgium,2013,Y15-64,0.09,4485,0.7352941176470588
746,Belgium,2014,Y15-64,0.08,4497,0.7647058823529411
747,Belgium,2015,Y15-64,0.08,4499,0.7647058823529411
748,Belgium,2016,Y15-64,0.08,4541,0.7647058823529411
749,Belgium,2017,Y15-64,0.09,4587,0.7352941176470588
750,Belgium,2018,Y15-64,0.07,4699,0.7941176470588235
751,Belgium,2019,Y15-64,0.07,4771,0.7941176470588235
752,Belgium,2020,Y15-64,0.07,4720,0.7941176470588235
753,Belgium,2021,Y15-64,0.07,4795,0.7941176470588235
754,Bulgaria,2009,Y15-64,0.09,3156,0.7352941176470588
755,Bulgaria,2010,Y15-64,0.07,2991,0.7941176470588235
756,Bulgaria,2011,Y15-64,0.05,2885,0.8529411764705883
757,Bulgaria,2012,Y15-64,0.05,2854,0.8529411764705883
758,Bulgaria,2013,Y15-64,0.05,2849,0.8529411764705883
759,Bulgaria,2014,Y15-64,0.06,2887,0.823529411764706
760,Bulgaria,2015,Y15-64,0.06,2934,0.823529411764706
761,Bulgaria,2016,Y15-64,0.07,2915,0.7941176470588235
762,Bulgaria,2017,Y15-64,0.08,3032,0.7647058823529411
763,Bulgaria,2018,Y15-64,0.08,3029,0.7647058823529411
764,Bulgaria,2019,Y15-64,0.08,3095,0.7647058823529411
765,Bulgaria,2020,Y15-64,0.08,2985,0.7647058823529411
766,Bulgaria,2021,Y15-64,0.08,2987,0.7647058823529411
767,Cyprus,2009,Y15-64,0.14,371,0.5882352941176471
768,Cyprus,2010,Y15-64,0.12,382,0.6470588235294118
769,Cyprus,2011,Y15-64,0.12,386,0.6470588235294118
770,Cyprus,2012,Y15-64,0.11,375,0.6764705882352942
771,Cyprus,2013,Y15-64,0.1,357,0.7058823529411765
772,Cyprus,2014,Y15-64,0.07,355,0.7941176470588235
773,Cyprus,2015,Y15-64,0.08,350,0.7647058823529411
774,Cyprus,2016,Y15-64,0.1,354,0.7058823529411765
775,Cyprus,2017,Y15-64,0.09,370,0.7352941176470588
776,Cyprus,2018,Y15-64,0.09,390,0.7352941176470588
777,Cyprus,2019,Y15-64,0.11,403,0.6764705882352942
778,Cyprus,2020,Y15-64,0.12,405,0.6470588235294118
779,Cyprus,2021,Y15-64,0.12,417,0.6470588235294118
780,Czech Republic,2009,Y15-64,0.17,4857,0.5
781,Czech Republic,2010,Y15-64,0.18,4810,0.4705882352941177
782,Czech Republic,2011,Y15-64,0.17,4796,0.5
783,Czech Republic,2012,Y15-64,0.17,4810,0.5
784,Czech Republic,2013,Y15-64,0.16,4846,0.5294117647058824
785,Czech Republic,2014,Y15-64,0.16,4883,0.5294117647058824
786,Czech Republic,2015,Y15-64,0.16,4934,0.5294117647058824
787,Czech Republic,2016,Y15-64,0.15,5016,0.5588235294117647
788,Czech Republic,2017,Y15-64,0.15,5094,0.5588235294117647
789,Czech Republic,2018,Y15-64,0.14,5147,0.5882352941176471
790,Czech Republic,2019,Y15-64,0.14,5151,0.5882352941176471
791,Czech Republic,2020,Y15-64,0.14,5087,0.5882352941176471
792,Czech Republic,2021,Y15-64,0.14,5066,0.5882352941176471
793,Germany,2009,Y15-64,0.1,37309,0.7058823529411765
794,Germany,2010,Y15-64,0.1,36845,0.7058823529411765
795,Germany,2011,Y15-64,0.1,37543,0.7058823529411765
796,Germany,2012,Y15-64,0.1,37814,0.7058823529411765
797,Germany,2013,Y15-64,0.09,38129,0.7352941176470588
798,Germany,2014,Y15-64,0.08,38393,0.7647058823529411
799,Germany,2015,Y15-64,0.08,38657,0.7647058823529411
800,Germany,2016,Y15-64,0.07,39633,0.7941176470588235
801,Germany,2017,Y15-64,0.07,39945,0.7941176470588235
802,Germany,2018,Y15-64,0.08,40096,0.7647058823529411
803,Germany,2019,Y15-64,0.07,40520,0.7941176470588235
804,Germany,2020,Y15-64,0.07,39621,0.7941176470588235
805,Germany,2021,Y15-64,0.07,40154,0.7941176470588235
806,Denmark,2009,Y15-64,0.05,2658,0.8529411764705883
807,Denmark,2010,Y15-64,0.04,2599,0.8823529411764707
808,Denmark,2011,Y15-64,0.05,2588,0.8529411764705883
809,Denmark,2012,Y15-64,0.06,2565,0.823529411764706
810,Denmark,2013,Y15-64,0.05,2557,0.8529411764705883
811,Denmark,2014,Y15-64,0.06,2579,0.823529411764706
812,Denmark,2015,Y15-64,0.06,2623,0.823529411764706
813,Denmark,2016,Y15-64,0.06,2668,0.823529411764706
814,Denmark,2017,Y15-64,0.06,2698,0.823529411764706
815,Denmark,2018,Y15-64,0.06,2739,0.823529411764706
816,Denmark,2019,Y15-64,0.06,2779,0.823529411764706
817,Denmark,2020,Y15-64,0.06,2753,0.823529411764706
818,Denmark,2021,Y15-64,0.05,2787,0.8529411764705883
819,Estonia,2009,Y15-64,0.0,577,1.0
820,Estonia,2010,Y15-64,0.0,555,1.0
821,Estonia,2011,Y15-64,0.04,585,0.8823529411764707
822,Estonia,2012,Y15-64,0.04,598,0.8823529411764707
823,Estonia,2013,Y15-64,0.04,603,0.8823529411764707
824,Estonia,2014,Y15-64,0.05,605,0.8529411764705883
825,Estonia,2015,Y15-64,0.06,611,0.823529411764706
826,Estonia,2016,Y15-64,0.05,612,0.8529411764705883
827,Estonia,2017,Y15-64,0.05,625,0.8529411764705883
828,Estonia,2018,Y15-64,0.06,627,0.823529411764706
829,Estonia,2019,Y15-64,0.05,632,0.8529411764705883
830,Estonia,2020,Y15-64,0.04,618,0.8823529411764707
831,Estonia,2021,Y15-64,0.04,616,0.8823529411764707
832,Greece,2009,Y15-64,0.25,4459,0.26470588235294124
833,Greece,2010,Y15-64,0.23,4289,0.3235294117647059
834,Greece,2011,Y15-64,0.21,3963,0.3823529411764707
835,Greece,2012,Y15-64,0.19,3608,0.44117647058823534
836,Greece,2013,Y15-64,0.18,3438,0.4705882352941177
837,Greece,2014,Y15-64,0.17,3466,0.5
838,Greece,2015,Y15-64,0.18,3543,0.4705882352941177
839,Greece,2016,Y15-64,0.18,3591,0.4705882352941177
840,Greece,2017,Y15-64,0.19,3663,0.44117647058823534
841,Greece,2018,Y15-64,0.2,3724,0.411764705882353
842,Greece,2019,Y15-64,0.19,3800,0.44117647058823534
843,Greece,2020,Y15-64,0.18,3607,0.4705882352941177
844,Greece,2021,Y15-64,0.18,3823,0.4705882352941177
845,Spain,2009,Y15-64,0.13,18957,0.6176470588235294
846,Spain,2010,Y15-64,0.12,18574,0.6470588235294118
847,Spain,2011,Y15-64,0.1,18271,0.7058823529411765
848,Spain,2012,Y15-64,0.09,17477,0.7352941176470588
849,Spain,2013,Y15-64,0.09,17002,0.7352941176470588
850,Spain,2014,Y15-64,0.1,17211,0.7058823529411765
851,Spain,2015,Y15-64,0.1,17717,0.7058823529411765
852,Spain,2016,Y15-64,0.11,18183,0.6764705882352942
853,Spain,2017,Y15-64,0.1,18649,0.7058823529411765
854,Spain,2018,Y15-64,0.11,19136,0.6764705882352942
855,Spain,2019,Y15-64,0.11,19568,0.6764705882352942
856,Spain,2020,Y15-64,0.1,18958,0.7058823529411765
857,Spain,2021,Y15-64,0.1,19493,0.7058823529411765
858,European Union,2009,Y15-64,0.12,184571,0.6470588235294118
859,European Union,2010,Y15-64,0.11,182162,0.6764705882352942
860,European Union,2011,Y15-64,0.11,182279,0.6764705882352942
861,European Union,2012,Y15-64,0.11,181286,0.6764705882352942
862,European Union,2013,Y15-64,0.11,180462,0.6764705882352942
863,European Union,2014,Y15-64,0.1,181980,0.7058823529411765
864,European Union,2015,Y15-64,0.1,184047,0.7058823529411765
865,European Union,2016,Y15-64,0.1,186961,0.7058823529411765
866,European Union,2017,Y15-64,0.11,189677,0.6764705882352942
867,European Union,2018,Y15-64,0.1,191833,0.7058823529411765
868,European Union,2019,Y15-64,0.1,193603,0.7058823529411765
869,European Union,2020,Y15-64,0.1,190059,0.7058823529411765
870,European Union,2021,Y15-64,0.1,192963,0.7058823529411765
871,Finland,2009,Y15-64,0.02,2394,0.9411764705882353
872,Finland,2010,Y15-64,0.02,2375,0.9411764705882353
873,Finland,2011,Y15-64,0.04,2394,0.8823529411764707
874,Finland,2012,Y15-64,0.03,2399,0.911764705882353
875,Finland,2013,Y15-64,0.02,2375,0.9411764705882353
876,Finland,2014,Y15-64,0.02,2359,0.9411764705882353
877,Finland,2015,Y15-64,0.01,2334,0.9705882352941176
878,Finland,2016,Y15-64,0.03,2350,0.911764705882353
879,Finland,2017,Y15-64,0.03,2372,0.911764705882353
880,Finland,2018,Y15-64,0.02,2433,0.9411764705882353
881,Finland,2019,Y15-64,0.02,2455,0.9411764705882353
882,Finland,2020,Y15-64,0.03,2420,0.911764705882353
883,Finland,2021,Y15-64,0.02,2470,0.9411764705882353
884,France,2009,Y15-64,0.07,26289,0.7941176470588235
885,France,2010,Y15-64,0.07,26338,0.7941176470588235
886,France,2011,Y15-64,0.07,26327,0.7941176470588235
887,France,2012,Y15-64,0.07,26335,0.7941176470588235
888,France,2013,Y15-64,0.07,26311,0.7941176470588235
889,France,2014,Y15-64,0.05,26326,0.8529411764705883
890,France,2015,Y15-64,0.05,26348,0.8529411764705883
891,France,2016,Y15-64,0.06,26443,0.823529411764706
892,France,2017,Y15-64,0.06,26655,0.823529411764706
893,France,2018,Y15-64,0.06,26886,0.823529411764706
894,France,2019,Y15-64,0.05,26964,0.8529411764705883
895,France,2020,Y15-64,0.05,26832,0.8529411764705883
896,France,2021,Y15-64,0.06,27274,0.823529411764706
897,Croatia,2009,Y15-64,0.11,1708,0.6764705882352942
898,Croatia,2010,Y15-64,0.11,1649,0.6764705882352942
899,Croatia,2011,Y15-64,0.11,1584,0.6764705882352942
900,Croatia,2012,Y15-64,0.1,1528,0.7058823529411765
901,Croatia,2013,Y15-64,0.08,1494,0.7647058823529411
